"","Pollinator_gen_sp","Site_ID","Collector","Day","Month","Year","time_obs","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Plant_genus","Plant_species","Plant_individual","Orden","Out","Notes_pollinators","Pollinator_id","Pollinator_genus","Pollinator_species","Subespecies","Pollinator_sex","morphospecie","Det","Frequency","Flower_abundance","Plant_gen_sp","plant_id"
"1199","Dischistus biroi","La_rocina","Curro",27,3,2019,3,"15:10:00",4,"sol",25,26,"fuerte",NA,"Lavandula","stoechas","B","Diptera","focal",NA,"BF1392","Dischistus","biroi",NA,"male",NA,NA,1,525,"Lavandula stoechas","B"
"1200","Dischistus biroi","La_rocina","Curro",10,5,2018,3,"10:30:00",7,"sol_y_nubes",20,40,"suave",NA,"Lavandula","pedunculata","LPC","Diptera","focal",NA,"BF1252","Dischistus","biroi",NA,"female",NA,NA,6,600,"Lavandula pedunculata","C"
"1201","Dischistus biroi","Pino_del_cuervo","Curro",27,4,2019,3,"12:30:00",6,"sol",20,47,"suave",NA,"Lavandula","stoechas","A","Diptera","focal",NA,NA,"Dischistus","biroi",NA,"male","blanco y grande",NA,5,1000,"Lavandula stoechas","A"
"1202","Exosoma lusitanicum","Villamanrique_este","Oscar",24,3,2015,5,"16:00:00",2,"sol",22,28,"suave",NA,"Cistus","salviifolius","A","Coleoptera","focal",NA,"not_captured","Exosoma","lusitanicum",NA,"unknown",NA,NA,1,3,"Cistus salviifolius","A"
"1203","Episyrphus balteatus","Esparragal","Oscar",5,3,2015,5,"15:05:00",1,"sol",17,NA,"fuerte",NA,"Halimium","calycinum","C","Diptera","focal",NA,"not_captured","Episyrphus","balteatus",NA,"unknown",NA,NA,1,23,"Halimium calycinum","C"
"1204","Episyrphus balteatus","Pino_del_cuervo","Oscar",6,3,2015,5,"13:50:00",1,"sol",20,NA,"suave",NA,"Salvia","rosmarinus","B","Diptera","focal",NA,"BF416","Episyrphus","balteatus",NA,"male",NA,NA,1,NA,"Salvia rosmarinus","B"
"1205","Episyrphus balteatus","Bonares","Oscar",5,3,2016,5,"10:45:00",1,"sol",18,40,"suave","foto","Halimium","calycinum","A","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,7,"Halimium calycinum","A"
"1206","Episyrphus balteatus","Urbanizaciones","Oscar",5,3,2016,5,"14:40:00",1,"sol_y_nubes",21,31,"suave",NA,"Halimium","calycinum","B","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,16,"Halimium calycinum","B"
"1207","Episyrphus balteatus","Aznalcazar","Curro",22,3,2018,3,"10:00:00",4,"sol",13,33,"sin_viento",NA,"Salvia","rosmarinus","ROC","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,2,100,"Salvia rosmarinus","C"
"1208","Episyrphus balteatus","Aznalcazar","Curro",23,4,2018,3,"11:00:00",6,"sol",22,30,"fuerte",NA,"Teucrium","fruticans","TFB","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,33,"Teucrium fruticans","B"
"1209","Episyrphus balteatus","Bonares","Curro",16,5,2018,3,"10:30:00",8,"sol",20,39,"moderado",NA,"Halimium","halimifolium","HHD","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,32,"Halimium halimifolium","D"
"1210","Episyrphus balteatus","Niebla","Curro",16,5,2018,3,"12:00:00",8,"sol",24,31,"moderado",NA,"Cistus","monspeliensis","CMB","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,39,"Cistus monspeliensis","B"
"1211","Episyrphus balteatus","Villamanrique_sur","Curro",16,5,2016,5,"12:25:00",6,"sol",25,41,"suave",NA,"Cistus","ladanifer","A","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,2,"Cistus ladanifer","A"
"1212","Episyrphus balteatus","Esparragal","Curro",23,5,2016,5,"12:30:00",6,"sol",25,24,"moderado",NA,"Halimium","halimifolium","A","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,5,"Halimium halimifolium","A"
"1213","Episyrphus balteatus","Esparragal","Oscar",20,4,2015,5,"11:40:00",5,"sol",20,34,"moderado",NA,"Halimium","calycinum","B","Diptera","focal",NA,"not_captured","Episyrphus","balteatus",NA,"unknown",NA,NA,1,3,"Halimium calycinum","B"
"1214","Episyrphus balteatus","Bonares","Mary",15,2,2017,3,"14:30:00",1,"sol_y_nubes",18,49,"fuerte","Muchos dípteros pero no se posan. Nido de Andrena cerca","Halimium","calycinum","HCA","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,6,"Halimium calycinum","A"
"1215","Episyrphus balteatus","Esparragal","Oscar",20,4,2015,5,"11:40:00",5,"sol",20,34,"moderado",NA,"Halimium","halimifolium","B","Diptera","focal",NA,"not_captured","Episyrphus","balteatus",NA,"unknown",NA,NA,1,46,"Halimium halimifolium","B"
"1216","Episyrphus balteatus","Villamanrique_sur","Mary",1,3,2017,3,"13:00:00",2,"sol",18.2,48,"suave",NA,"Salvia","rosmarinus","ROA","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,200,"Salvia rosmarinus","A"
"1217","Episyrphus balteatus","Villamanrique_sur","Curro",22,2,2019,3,"12:30:00",2,"sol",21,38,"moderado",NA,"Halimium","calycinum","A","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,14,"Halimium calycinum","A"
"1218","Episyrphus balteatus","Niebla","Oscar",29,4,2015,5,"10:25:00",5,"sol",21,36,"sin_viento",NA,"Cistus","monspeliensis","B","Diptera","focal",NA,"not_captured","Episyrphus","balteatus",NA,"unknown",NA,NA,1,21,"Cistus monspeliensis","B"
"1219","Episyrphus balteatus","Pino_del_cuervo","Mary",23,3,2017,3,"13:15:00",3,"sol_y_nubes",17,39,"fuerte",NA,"Cistus","ladanifer","CLA","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,3,"Cistus ladanifer","A"
"1220","Episyrphus balteatus","Pinares_de_hinojos","Curro",9,4,2019,3,"11:00:00",5,"sol",19,70,"sin_viento",NA,"Cistus","salviifolius","B","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,2,11,"Cistus salviifolius","B"
"1221","Episyrphus balteatus","Villamanrique_este","Oscar",15,3,2016,5,"12:00:00",2,"sol_y_nubes",20,40,"suave",NA,"Cistus","ladanifer","A","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,1,"Cistus ladanifer","A"
"1222","Episyrphus balteatus","Urbanizaciones","Curro",15,4,2019,3,"10:00:00",5,"sol",16,68,"sin_viento",NA,"Halimium","halimifolium","B","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,127,"Halimium halimifolium","B"
"1223","Episyrphus balteatus","Esparragal","Oscar",18,4,2016,5,"11:14:00",4,"sol_y_nubes",18,NA,"moderado","a la sombra","Halimium","calycinum","B","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,NA,"Halimium calycinum","B"
"1224","Episyrphus balteatus","Niebla","Curro",16,5,2018,3,"12:00:00",8,"sol",24,31,"moderado",NA,"Cistus","monspeliensis","CMA","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,3,62,"Cistus monspeliensis","A"
"1225","Episyrphus balteatus","Pinares_de_hinojos","Curro",18,5,2018,3,"14:00:00",8,"sol",27.5,25,"fuerte",NA,"Cistus","libanotis","CLIA","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,2,39,"Cistus libanotis","A"
"1226","Episyrphus balteatus","Pinares_de_hinojos","Curro",23,5,2018,3,"13:40:00",9,"nubes",26,40,"suave",NA,"Cistus","libanotis","CLIB","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,8,"Cistus libanotis","B"
"1227","Episyrphus balteatus","Villamanrique_sur","Curro",22,2,2019,3,"12:30:00",2,"sol",21,38,"moderado",NA,"Salvia","rosmarinus","C","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,200,"Salvia rosmarinus","C"
"1228","Episyrphus balteatus","Villamanrique_sur","Curro",22,2,2019,3,"12:30:00",2,"sol",21,38,"moderado",NA,"Halimium","calycinum","C","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,10,"Halimium calycinum","C"
"1229","Episyrphus balteatus","Bonares","Curro",25,2,2019,3,"12:00:00",2,"sol",18,50,"fuerte",NA,"Halimium","calycinum","A","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,3,35,"Halimium calycinum","A"
"1230","Episyrphus balteatus","Urbanizaciones","Curro",25,2,2019,3,"15:30:00",2,"sol",23,30,"moderado",NA,"Halimium","calycinum","A","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,2,18,"Halimium calycinum","A"
"1231","Episyrphus balteatus","Villamanrique_sur","Curro",11,3,2019,3,"12:30:00",3,"sol",25,36,"suave",NA,"Halimium","calycinum","B","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,75,"Halimium calycinum","B"
"1232","Episyrphus balteatus","Urbanizaciones","Curro",13,3,2019,3,"15:00:00",3,"sol",19,35,"fuerte",NA,"Salvia","rosmarinus","C","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,1000,"Salvia rosmarinus","C"
"1233","Episyrphus balteatus","Bonares","Patrick & Crona",14,3,2018,3,"14:30:00",3,"sol",17,30,"moderado",NA,"Halimium","calycinum","HCB","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,16,"Halimium calycinum","B"
"1234","Episyrphus balteatus","Niebla","Curro",16,5,2018,3,"12:00:00",8,"sol",24,31,"moderado",NA,"Lavandula","pedunculata","LPC","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,2,80,"Lavandula pedunculata","C"
"1235","Episyrphus balteatus","Villamanrique_sur","Curro",22,2,2019,3,"12:30:00",2,"sol",21,38,"moderado",NA,"Halimium","calycinum","B","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,18,"Halimium calycinum","B"
"1236","Episyrphus balteatus","Urbanizaciones","Curro",13,3,2019,3,"15:00:00",3,"sol",19,35,"fuerte",NA,"Cistus","salviifolius","C","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,3,16,"Cistus salviifolius","C"
"1237","Episyrphus balteatus","Villamanrique_sur","Curro",25,3,2019,3,"13:30:00",4,"sol",25,36,"suave",NA,"Halimium","calycinum","A","Diptera","focal",NA,NA,"Episyrphus","balteatus",NA,"unknown",NA,NA,1,54,"Halimium calycinum","A"
"1238","Eristalinus sp","Villamanrique_este","Oscar",14,4,2016,5,"13:30:00",4,"sol_y_nubes",21,NA,"suave",NA,"Cistus","salviifolius","A","Diptera","focal",NA,NA,"Eristalinus","sp",NA,"unknown",NA,NA,1,2,"Cistus salviifolius","A"
"1239","Eristalinus taeniops","Aznalcazar","Mary",1,3,2017,3,"11:00:00",2,"sol",16.3,55,"sin_viento","Out: X. Cantabrita en Asphodelus","Asphodelus","fistulosus","AFA","Diptera","focal",NA,NA,"Eristalinus","taeniops",NA,"unknown",NA,NA,1,15,"Asphodelus fistulosus","A"
"1240","Eristalinus taeniops","La_rocina","Curro",14,2,2019,3,"11:30:00",1,"sol",16,57,"suave",NA,"Halimium","calycinum","A","Diptera","focal",NA,NA,"Eristalinus","taeniops",NA,"unknown",NA,NA,1,39,"Halimium calycinum","A"
"1241","Eristalinus taeniops","Niebla","Mary",6,4,2017,3,"10:00:00",4,"sol",19.6,45,"suave","A. baetica no flowers, season over. Lavandula few flowers out. Beettles resting on plant, no pollinating","Cistus","monspeliensis","CMB","Diptera","focal",NA,NA,"Eristalinus","taeniops",NA,"unknown",NA,NA,2,5,"Cistus monspeliensis","B"
"1242","Eristalinus taeniops","Niebla","Curro",16,5,2018,3,"12:00:00",8,"sol",24,31,"moderado",NA,"Lavandula","pedunculata","LPC","Diptera","focal",NA,NA,"Eristalinus","taeniops",NA,"unknown",NA,NA,3,80,"Lavandula pedunculata","C"
"1243","Eristalinus taeniops","Esparragal","Curro",16,5,2018,3,"13:30:00",8,"sol",25,29,"moderado",NA,"Halimium","halimifolium","HHC","Diptera","focal",NA,NA,"Eristalinus","taeniops",NA,"unknown",NA,NA,1,15,"Halimium halimifolium","C"
"1244","Eristalinus taeniops","Aznalcazar","Mary",14,2,2017,3,"12:00:00",1,"nubes",16.6,67,"sin_viento",NA,"Salvia","rosmarinus","ROB","Diptera","focal",NA,NA,"Eristalinus","taeniops",NA,"unknown",NA,NA,1,200,"Salvia rosmarinus","B"
"1245","Eristalinus taeniops","Niebla","Curro",11,5,2018,3,"17:00:00",7,"sol",23,42,"suave",NA,"Lavandula","pedunculata","LPA","Diptera","focal",NA,NA,"Eristalinus","taeniops",NA,"unknown",NA,NA,1,NA,"Lavandula pedunculata","A"
"1246","Eristalinus taeniops","Urbanizaciones","Curro",13,3,2019,3,"15:00:00",3,"sol",19,35,"fuerte",NA,"Salvia","rosmarinus","C","Diptera","focal",NA,NA,"Eristalinus","taeniops",NA,"unknown",NA,NA,2,1000,"Salvia rosmarinus","C"
"1247","Eristalinus taeniops","Villamanrique_sur","Curro",11,4,2019,3,"13:30:00",5,"sol",19,40,"suave",NA,"Cistus","ladanifer","B","Diptera","focal",NA,NA,"Eristalinus","taeniops",NA,"unknown",NA,NA,3,11,"Cistus ladanifer","B"
"1248","Eristalis similis","Esparragal","Mary",15,2,2017,3,"13:00:00",1,"nubes",17,51,"fuerte",NA,"Halimium","calycinum","HCB","Diptera","focal",NA,NA,"Eristalis","similis",NA,"unknown",NA,NA,1,5,"Halimium calycinum","B"
"1249","Eristalis similis","La_rocina","Curro",27,3,2019,3,"15:10:00",4,"sol",25,26,"fuerte",NA,"Lavandula","stoechas","A","Diptera","focal",NA,"BF1384","Eristalis","similis",NA,"unknown",NA,NA,1,1200,"Lavandula stoechas","A"
"1250","Eristalis tenax","La_rocina","Oscar",5,3,2015,5,"12:00:00",1,"sol",15,NA,"fuerte",NA,"Halimium","calycinum","B","Diptera","focal",NA,"not_captured","Eristalis","tenax",NA,"unknown",NA,NA,1,NA,"Halimium calycinum","B"
"1251","Eristalis tenax","Pino_del_cuervo","Oscar",6,3,2015,5,"13:50:00",1,"sol",20,NA,"suave",NA,"Halimium","calycinum","B","Diptera","focal",NA,"not_captured","Eristalis","tenax",NA,"unknown",NA,NA,1,NA,"Halimium calycinum","B"
"1252","Eristalis tenax","Bonares","Oscar",11,3,2015,5,"12:30:00",2,"sol",16.8,51,"moderado",NA,"Cistus","salviifolius","A","Diptera","focal","En el Cistus salviifolius se pueden obervar algunos individuos de Merodon sp.","not_captured","Eristalis","tenax",NA,"unknown",NA,NA,1,54,"Cistus salviifolius","A"
"1253","Eristalis tenax","El_pozo","Mary",23,3,2017,3,"15:22:00",3,"sol_y_nubes",14,32,"suave",NA,"Cistus","salviifolius","CSA","Diptera","focal",NA,NA,"Eristalis","tenax",NA,"unknown",NA,NA,1,11,"Cistus salviifolius","A"
"1254","Eristalis tenax","Villamanrique_sur","Oscar",15,3,2016,5,"13:30:00",2,"sol_y_nubes",21,42,"suave",NA,"Cistus","ladanifer","B","Diptera","focal",NA,"no_captured","Eristalis","tenax",NA,"unknown",NA,NA,1,3,"Cistus ladanifer","B"
"1255","Eristalis tenax","Urbanizaciones","Oscar",17,3,2016,5,"12:30:00",2,"sol",20,44,"suave",NA,"Cistus","salviifolius","A","Diptera","focal",NA,NA,"Eristalis","tenax",NA,"unknown",NA,NA,1,9,"Cistus salviifolius","A"
"1256","Eristalis tenax","Villamanrique_sur","Curro",28,4,2016,5,"12:30:00",5,"sol_y_nubes",22,NA,"suave",NA,"Cistus","ladanifer","A","Diptera","focal",NA,NA,"Eristalis","tenax",NA,"unknown",NA,NA,1,2,"Cistus ladanifer","A"
"1257","Eristalis tenax","Bonares","Curro",11,2,2019,3,"12:30:00",1,"sol",19,43,"suave",NA,"Cistus","salviifolius","B","Diptera","focal",NA,NA,"Eristalis","tenax",NA,"unknown",NA,NA,3,7,"Cistus salviifolius","B"
"1258","Eucera bolivari","Niebla","Oscar",5,3,2015,5,"16:50:00",1,"sol",17,NA,"moderado",NA,"Erophaca","baetica","C","Hymenoptera","focal","En otra lavanda se alimenta en la flor Zerynthia rumina y Callophrys rubi","BF710","Eucera","bolivari",NA,"male",NA,NA,1,NA,"Erophaca baetica","C"
"1259","Eucera bolivari","La_rocina","Oscar",7,4,2015,5,"15:15:00",4,"nubes",24,40,"fuerte",NA,"Anchusa","azurea","B","Hymenoptera","focal",NA,"BF709","Eucera","bolivari",NA,"male",NA,NA,1,1200,"Anchusa azurea","B"
"1260","Eucera caspica","Niebla","Patrick & Crona",9,4,2018,3,"11:00:00",5,"sol",16.4,49,"suave",NA,"Cistus","ladanifer","CLC","Hymenoptera","focal",NA,NA,"Eucera","caspica",NA,"male",NA,NA,1,27,"Cistus ladanifer","C"
"1261","Eucera caspica","Bonares","Mary",8,3,2017,3,"15:00:00",2,"sol",23.5,40,"moderado",NA,"Lavandula","pedunculata","LPB","Hymenoptera","focal",NA,NA,"Eucera","caspica",NA,"male",NA,NA,1,300,"Lavandula pedunculata","B"
"1262","Eucera caspica","Niebla","Mary",8,3,2017,3,"16:00:00",2,"sol",23,45,"sin_viento",NA,"Lavandula","stoechas","LSA","Hymenoptera","focal",NA,NA,"Eucera","caspica",NA,"male",NA,NA,1,100,"Lavandula stoechas","A"
"1263","Eucera caspica","Niebla","Mary",8,3,2017,3,"16:00:00",2,"sol",23,45,"sin_viento",NA,"Lavandula","stoechas","LSB","Hymenoptera","focal",NA,NA,"Eucera","caspica",NA,"male",NA,NA,4,150,"Lavandula stoechas","B"
"1264","Eucera caspica","Convento_de_la_luz","Curro",25,2,2019,3,"13:30:00",2,"sol",21,30,"moderado",NA,"Teucrium","fruticans","B","Hymenoptera","focal",NA,"BF1374","Eucera","caspica",NA,"male",NA,NA,3,29,"Teucrium fruticans","B"
"1265","Eucera caspica","Niebla","Curro",16,5,2018,3,"12:00:00",8,"sol",24,31,"moderado",NA,"Cistus","monspeliensis","CMC","Hymenoptera","focal",NA,NA,"Eucera","caspica",NA,"male",NA,NA,4,85,"Cistus monspeliensis","C"
"1266","Eucera chrysopyga","Aznalcazar","Curro",6,4,2018,3,"10:30:00",5,"sol",17,56,"suave",NA,"Lavandula","pedunculata","LPB","Hymenoptera","focal",NA,NA,"Eucera","chrysopyga",NA,"male",NA,NA,5,100,"Lavandula pedunculata","B"
"1267","Eucera chrysopyga","Villamanrique_sur","Curro",10,5,2018,3,"14:00:00",7,"sol",23,42,"moderado",NA,"Cistus","crispus","CCD","Hymenoptera","focal",NA,NA,"Eucera","chrysopyga",NA,"male",NA,NA,2,32,"Cistus crispus","D"
"1268","Eucera chrysopyga","Villamanrique_este","Mary",20,3,2017,3,"12:15:00",3,"sol",21,43,"suave",NA,"Cistus","salviifolius","CSC","Hymenoptera","focal",NA,NA,"Eucera","chrysopyga",NA,"male",NA,NA,1,11,"Cistus salviifolius","C"
"1269","Eucera chrysopyga","Aznalcazar","Pablo",17,5,2017,3,"11:45:00",5,"sol",23,51,"sin_viento",NA,"Lavandula","pedunculata","LPA","Hymenoptera","focal",NA,NA,"Eucera","chrysopyga",NA,"male",NA,NA,4,20,"Lavandula pedunculata","A"
"1270","Eucera chrysopyga","Convento_de_la_luz","Curro",13,3,2019,3,"12:30:00",3,"sol",21,38,"suave",NA,"Lavandula","pedunculata","A","Hymenoptera","focal",NA,NA,"Eucera","chrysopyga",NA,"male",NA,NA,5,1000,"Lavandula pedunculata","A"
"1271","Eucera chrysopyga","El_pozo","Patrick & Crona",13,3,2018,3,"15:45:00",3,"sol",19,32,"moderado",NA,"Salvia","rosmarinus","ROD","Hymenoptera","focal",NA,NA,"Eucera","chrysopyga",NA,"male",NA,NA,5,200,"Salvia rosmarinus","D"
"1272","Eucera chrysopyga","Niebla","Patrick & Crona",21,3,2018,3,"10:35:00",4,"sol",17,67,"suave",NA,"Asphodelus","fistulosus","AFC","Hymenoptera","focal",NA,NA,"Eucera","chrysopyga",NA,"male",NA,NA,3,10,"Asphodelus fistulosus","C"
"1273","Eucera chrysopyga","Convento_de_la_luz","Curro",9,5,2018,3,"12:00:00",7,"nubes",24,55,"suave",NA,"Halimium","halimifolium","HHB","Hymenoptera","focal",NA,NA,"Eucera","chrysopyga",NA,"female",NA,NA,8,35,"Halimium halimifolium","B"
"1274","Eucera chrysopyga","Convento_de_la_luz","Curro",9,5,2018,3,"12:00:00",7,"nubes",24,55,"suave",NA,"Halimium","halimifolium","HHC","Hymenoptera","focal",NA,NA,"Eucera","chrysopyga",NA,"female",NA,NA,12,21,"Halimium halimifolium","C"
"1275","Eucera chrysopyga","Urbanizaciones","Curro",16,5,2018,3,"15:00:00",8,"sol",26,30,"suave",NA,"Lavandula","pedunculata","LPB","Hymenoptera","focal",NA,NA,"Eucera","chrysopyga",NA,"male",NA,NA,3,800,"Lavandula pedunculata","B"
"1276","Eucera chrysopyga","Villamanrique_este","Curro",11,3,2019,3,"14:30:00",3,"sol",27.5,32,"moderado",NA,"Salvia","rosmarinus","C","Hymenoptera","focal",NA,NA,"Eucera","chrysopyga",NA,"male",NA,NA,3,500,"Salvia rosmarinus","C"
"1277","Eucera chrysopyga","Aznalcazar","Curro",25,3,2019,3,"10:00:00",4,"sol",20,50,"moderado",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,NA,"Eucera","chrysopyga",NA,"male",NA,NA,7,210,"Salvia rosmarinus","B"
"1278","Eucera chrysopyga","Niebla","Curro",28,3,2019,3,"15:00:00",4,"sol",24,22,"fuerte",NA,"Lavandula","pedunculata","B","Hymenoptera","focal",NA,NA,"Eucera","chrysopyga",NA,"male",NA,NA,3,250,"Lavandula pedunculata","B"
"1279","Eucera codinai","La_rocina","Curro",23,5,2016,5,"11:30:00",6,"sol",24,36,"suave",NA,"Lavandula","pedunculata","A","Hymenoptera","focal",NA,"BF778","Eucera","codinai",NA,"male",NA,NA,16,150,"Lavandula pedunculata","A"
"1280","Eucera codinai","Niebla","Patrick & Crona",23,2,2018,3,"16:30:00",2,"sol",18,31,"fuerte",NA,"Asphodelus","fistulosus","AFC","Hymenoptera","focal","photo",NA,"Eucera","codinai",NA,"male",NA,NA,3,25,"Asphodelus fistulosus","C"
"1281","Eucera codinai","Niebla","Patrick & Crona",23,2,2018,3,"16:30:00",2,"sol",18,31,"fuerte",NA,"Asphodelus","fistulosus","AFE","Hymenoptera","focal",NA,NA,"Eucera","codinai",NA,"male",NA,NA,3,17,"Asphodelus fistulosus","E"
"1282","Eucera codinai","Niebla","Patrick & Crona",23,2,2018,3,"16:30:00",2,"sol",18,31,"fuerte",NA,"Asphodelus","fistulosus","AFE","Hymenoptera","focal",NA,NA,"Eucera","codinai",NA,"male",NA,NA,6,17,"Asphodelus fistulosus","E"
"1283","Eucera codinai","Pino_del_cuervo","Curro",10,4,2019,3,"13:00:00",5,"sol",19,43,"fuerte",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,"BF1400","Eucera","codinai",NA,"male",NA,NA,3,1000,"Lavandula stoechas","A"
"1284","Eucera collaris","Niebla","Oscar",5,3,2016,5,"16:30:00",1,"sol_y_nubes",24,29,"moderado",NA,"Asphodelus","fistulosus","A","Hymenoptera","focal",NA,NA,"Eucera","collaris",NA,"male",NA,NA,2,39,"Asphodelus fistulosus","A"
"1285","Eucera collaris","Bonares","Oscar",29,4,2015,5,"13:00:00",5,"sol",23,28,"suave",NA,"Cistus","salviifolius","A","Hymenoptera","focal",NA,"BF571","Eucera","collaris",NA,"female",NA,NA,2,12,"Cistus salviifolius","A"
"1286","Eucera collaris","Convento_de_la_luz","Curro",25,2,2019,3,"13:30:00",2,"sol",21,30,"moderado",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,NA,"Eucera","collaris",NA,"male",NA,NA,5,1000,"Salvia rosmarinus","A"
"1287","Eucera collaris","Niebla","Curro",14,3,2019,3,"16:00:00",3,"sol",27,39,"suave",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,NA,"Eucera","collaris",NA,"male",NA,NA,2,250,"Lavandula stoechas","A"
"1288","Eucera collaris","Niebla","Curro",28,3,2019,3,"15:00:00",4,"sol",24,22,"fuerte",NA,"Lavandula","pedunculata","C","Hymenoptera","focal",NA,"BF1397","Eucera","collaris",NA,"male",NA,NA,1,200,"Lavandula pedunculata","C"
"1289","Eucera collaris","Convento_de_la_luz","Curro",25,2,2019,3,"13:30:00",2,"sol",21,30,"moderado",NA,"Salvia","rosmarinus","C","Hymenoptera","focal",NA,NA,"Eucera","collaris",NA,"male",NA,NA,2,1000,"Salvia rosmarinus","C"
"1290","Eucera collaris","Convento_de_la_luz","Curro",25,2,2019,3,"13:30:00",2,"sol",21,30,"moderado",NA,"Lavandula","pedunculata","A","Hymenoptera","focal",NA,NA,"Eucera","collaris",NA,"male",NA,NA,4,200,"Lavandula pedunculata","A"
"1291","Eucera elongatula","La_rocina","Oscar",16,3,2015,5,"11:20:00",2,"nubes",19,51,"suave",NA,"Ulex","australis","B","Hymenoptera","focal",NA,"BF711","Eucera","elongatula",NA,"male",NA,NA,1,450,"Ulex australis","B"
"1292","Eucera elongatula","La_rocina","Oscar",16,3,2015,5,"11:20:00",2,"nubes",19,51,"suave",NA,"Cistus","ladanifer",NA,"Hymenoptera","focal",NA,"BF714","Eucera","elongatula",NA,"male",NA,NA,1,NA,"Cistus ladanifer",NA
"1293","Eucera elongatula","Aznalcazar","Oscar",24,3,2015,5,"12:30:00",2,"sol_y_nubes",15,50,"suave",NA,"Asphodelus","fistulosus","B","Hymenoptera","focal",NA,"BF713","Eucera","elongatula",NA,"male",NA,NA,1,27,"Asphodelus fistulosus","B"
"1294","Eucera hispaliensis","Villamanrique_este","Oscar",24,3,2015,5,"16:00:00",2,"sol",22,28,"suave",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,"BF545","Eucera","hispaliensis",NA,"male",NA,NA,1,27,"Lavandula stoechas","A"
"1295","Eucera hispaliensis","La_cunya","Oscar",20,4,2015,5,"12:30:00",5,"nubes",22,31,"suave",NA,"Cistus","salviifolius","B","Hymenoptera","focal",NA,"not_captured","Eucera","hispaliensis",NA,"female",NA,NA,1,5,"Cistus salviifolius","B"
"1296","Eucera nigrilabris","Villamanrique_sur","Oscar",2,3,2016,5,"12:45:00",1,"sol",20,45,"sin_viento","foto","Salvia","rosmarinus","A","Hymenoptera","focal",NA,NA,"Eucera","nigrilabris",NA,"worker",NA,NA,1,3000,"Salvia rosmarinus","A"
"1297","Eucera nigrilabris","Aznalcazar","Oscar",29,3,2016,5,"11:00:00",3,"sol",16.5,60,"suave",NA,"Teucrium","fruticans","B","Hymenoptera","focal",NA,NA,"Eucera","nigrilabris",NA,"female",NA,NA,1,23,"Teucrium fruticans","B"
"1298","Eucera notata","Aznalcazar","Mary",1,3,2017,3,"11:00:00",2,"sol",16.3,55,"sin_viento",NA,"Teucrium","fruticans","TFC","Hymenoptera","focal",NA,NA,"Eucera","notata",NA,"male",NA,NA,1,80,"Teucrium fruticans","C"
