"","Pollinator_gen_sp","Site_ID","Collector","Day","Month","Year","time_obs","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Plant_genus","Plant_species","Plant_individual","Orden","Out","Notes_pollinators","Pollinator_id","Pollinator_genus","Pollinator_species","Subespecies","Pollinator_sex","morphospecie","Det","Frequency","Flower_abundance","Plant_gen_sp","plant_id"
"357","Apis mellifera","Esparragal","Curro",29,5,2018,3,"11:30:00",9,"sol_y_nubes",20,47,"moderado",NA,"Cistus","crispus","CCC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,22,"Cistus crispus","C"
"358","Apis mellifera","Pino_del_cuervo","Curro",23,5,2016,5,"13:15:00",6,"sol",26,30,"suave",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,7,"Lavandula stoechas","A"
"359","Apis mellifera","Pino_del_cuervo","Curro",17,5,2018,3,"16:00:00",8,"sol",31,20,"suave",NA,"Lavandula","stoechas","LSB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,620,"Lavandula stoechas","B"
"360","Apis mellifera","Aznalcazar","Mary",14,2,2017,3,"12:00:00",1,"nubes",16.6,67,"sin_viento",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,26,200,"Salvia rosmarinus","A"
"361","Apis mellifera","Aznalcazar","Mary",14,2,2017,3,"12:00:00",1,"nubes",16.6,67,"sin_viento",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,50,200,"Salvia rosmarinus","B"
"362","Apis mellifera","Aznalcazar","Mary",14,2,2017,3,"12:00:00",1,"nubes",16.6,67,"sin_viento",NA,"Asphodelus","fistulosus","AFA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,20,"Asphodelus fistulosus","A"
"363","Apis mellifera","Villamanrique_este","Mary",14,2,2017,3,"15:00:00",1,"sol_y_nubes",17,62,"suave",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,14,250,"Salvia rosmarinus","A"
"364","Apis mellifera","Villamanrique_este","Mary",14,2,2017,3,"15:00:00",1,"sol_y_nubes",17,62,"suave",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,300,"Salvia rosmarinus","B"
"365","Apis mellifera","Villamanrique_sur","Mary",14,2,2017,3,"16:00:00",1,"sol_y_nubes",19,53,"suave",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,35,350,"Salvia rosmarinus","A"
"366","Apis mellifera","La_cunya","Mary",15,2,2017,3,"13:00:00",1,"nubes",16,49,"fuerte",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,4,250,"Salvia rosmarinus","A"
"367","Apis mellifera","Esparragal","Curro",6,6,2018,3,"11:00:00",10,"sol_y_nubes",22,46,"suave",NA,"Halimium","halimifolium","HHC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,13,"Halimium halimifolium","C"
"368","Apis mellifera","Esparragal","Mary",15,2,2017,3,"13:00:00",1,"nubes",17,51,"fuerte",NA,"Halimium","calycinum","HCB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,10,5,"Halimium calycinum","B"
"369","Apis mellifera","La_rocina","Mary",17,2,2017,3,"11:00:00",1,"sol",17,67,"sin_viento",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,48,210,"Salvia rosmarinus","A"
"370","Apis mellifera","El_pozo","Mary",17,2,2017,3,"16:15:00",1,"sol_y_nubes",19,53,"sin_viento",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,76,400,"Salvia rosmarinus","B"
"371","Apis mellifera","Aznalcazar","Mary",1,3,2017,3,"11:00:00",2,"sol",16.3,55,"sin_viento",NA,"Asphodelus","fistulosus","AFB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,20,"Asphodelus fistulosus","B"
"372","Apis mellifera","La_cunya","Oscar",20,4,2015,5,"12:30:00",5,"nubes",22,31,"suave","sombra","Lavandula","pedunculata","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,45,"Lavandula pedunculata","A"
"373","Apis mellifera","La_cunya","Oscar",20,4,2015,5,"12:30:00",5,"nubes",22,31,"suave",NA,"Lavandula","pedunculata","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,99,"Lavandula pedunculata","B"
"374","Apis mellifera","Aznalcazar","Mary",1,3,2017,3,"11:00:00",2,"sol",16.3,55,"sin_viento",NA,"Teucrium","fruticans","TFB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,8,40,"Teucrium fruticans","B"
"375","Apis mellifera","Aznalcazar","Mary",1,3,2017,3,"11:00:00",2,"sol",16.3,55,"sin_viento",NA,"Teucrium","fruticans","TFC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,24,80,"Teucrium fruticans","C"
"376","Apis mellifera","Aznalcazar","Mary",1,3,2017,3,"11:00:00",2,"sol",16.3,55,"sin_viento",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,8,200,"Salvia rosmarinus","A"
"377","Apis mellifera","Aznalcazar","Mary",1,3,2017,3,"11:00:00",2,"sol",16.3,55,"sin_viento",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,98,300,"Salvia rosmarinus","B"
"378","Apis mellifera","Aznalcazar","Mary",1,3,2017,3,"11:00:00",2,"sol",16.3,55,"sin_viento",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,16,150,"Salvia rosmarinus","C"
"379","Apis mellifera","Villamanrique_sur","Mary",1,3,2017,3,"13:00:00",2,"sol",18.2,48,"suave",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,63,200,"Salvia rosmarinus","A"
"380","Apis mellifera","La_rocina","Oscar",20,4,2015,5,"15:05:00",5,"sol",33,21,"sin_viento",NA,"Anchusa","azurea","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,400,"Anchusa azurea","A"
"381","Apis mellifera","Convento_de_la_luz","Curro",11,2,2019,3,"13:45:00",1,"sol",18.5,36,"suave",NA,"Salvia","rosmarinus","C","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,100,500,"Salvia rosmarinus","C"
"382","Apis mellifera","La_rocina","Mary",2,3,2017,3,"14:45:00",2,"sol",21.2,48,"suave",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,53,300,"Salvia rosmarinus","A"
"383","Apis mellifera","La_rocina","Mary",2,3,2017,3,"14:45:00",2,"sol",21.2,48,"suave",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,23,280,"Salvia rosmarinus","B"
"384","Apis mellifera","Aznalcazar","Oscar",28,4,2015,5,"10:35:00",5,"sol",18,46,"sin_viento","No encontrada","Lavandula","pedunculata","C","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,42,"Lavandula pedunculata","C"
"385","Apis mellifera","La_rocina","Mary",2,3,2017,3,"14:45:00",2,"sol",21.2,48,"suave",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,28,110,"Salvia rosmarinus","C"
"386","Apis mellifera","La_cunya","Mary",2,3,2017,3,"16:10:00",2,"sol",22,39,"moderado",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,44,500,"Salvia rosmarinus","A"
"387","Apis mellifera","La_cunya","Mary",2,3,2017,3,"16:10:00",2,"sol",22,39,"moderado",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,190,"Salvia rosmarinus","C"
"388","Apis mellifera","El_pozo","Mary",7,3,2017,3,"15:40:00",2,"sol",24.8,42,"sin_viento",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,48,480,"Salvia rosmarinus","A"
"389","Apis mellifera","El_pozo","Mary",7,3,2017,3,"15:40:00",2,"sol",24.8,42,"sin_viento",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,38,520,"Salvia rosmarinus","B"
"390","Apis mellifera","El_pozo","Mary",7,3,2017,3,"15:40:00",2,"sol",24.8,42,"sin_viento",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,24,340,"Salvia rosmarinus","C"
"391","Apis mellifera","Villamanrique_sur","Curro",13,2,2019,3,"12:15:00",1,"sol",17,49,"suave",NA,"Halimium","calycinum","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,30,"Halimium calycinum","A"
"392","Apis mellifera","Convento_de_la_luz","Mary",8,3,2017,3,"12:15:00",2,"sol",24.6,40,"suave",NA,"Teucrium","fruticans","TFA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,6,100,"Teucrium fruticans","A"
"393","Apis mellifera","Villamanrique_sur","Oscar",28,4,2015,5,"15:50:00",5,"sol",24,36,"suave",NA,"Cistus","crispus","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,14,"Cistus crispus","A"
"394","Apis mellifera","Villamanrique_este","Curro",13,2,2019,3,"13:30:00",1,"sol",17.5,49,"suave",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,40,300,"Salvia rosmarinus","B"
"395","Apis mellifera","Villamanrique_este","Curro",13,2,2019,3,"13:30:00",1,"sol",17.5,49,"suave",NA,"Salvia","rosmarinus","C","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,33,150,"Salvia rosmarinus","C"
"396","Apis mellifera","Convento_de_la_luz","Mary",8,3,2017,3,"12:15:00",2,"sol",24.6,40,"suave",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,23,160,"Salvia rosmarinus","A"
"397","Apis mellifera","Convento_de_la_luz","Mary",8,3,2017,3,"12:15:00",2,"sol",24.6,40,"suave",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,250,"Salvia rosmarinus","B"
"398","Apis mellifera","Urbanizaciones","Mary",8,3,2017,3,"13:45:00",2,"sol",24.1,40,"fuerte",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,16,410,"Salvia rosmarinus","A"
"399","Apis mellifera","Urbanizaciones","Mary",8,3,2017,3,"13:45:00",2,"sol",24.1,40,"fuerte",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,24,540,"Salvia rosmarinus","B"
"400","Apis mellifera","La_rocina","Curro",14,2,2019,3,"11:30:00",1,"sol",16,57,"suave",NA,"Halimium","calycinum","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,39,"Halimium calycinum","B"
"401","Apis mellifera","Urbanizaciones","Mary",8,3,2017,3,"13:45:00",2,"sol",24.1,40,"fuerte",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,23,600,"Salvia rosmarinus","C"
"402","Apis mellifera","Villamanrique_este","Oscar",28,4,2015,5,"15:25:00",5,"sol",28,29,"sin_viento",NA,"Cistus","crispus","B","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,1,18,"Cistus crispus","B"
"403","Apis mellifera","Pino_del_cuervo","Curro",14,2,2019,3,"13:30:00",1,"sol",18,48,"moderado",NA,"Salvia","rosmarinus","C","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,200,"Salvia rosmarinus","C"
"404","Apis mellifera","Bonares","Mary",8,3,2017,3,"15:00:00",2,"sol",23.5,40,"moderado",NA,"Lavandula","pedunculata","LPA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,8,200,"Lavandula pedunculata","A"
"405","Apis mellifera","Bonares","Mary",8,3,2017,3,"15:00:00",2,"sol",23.5,40,"moderado",NA,"Lavandula","pedunculata","LPB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,300,"Lavandula pedunculata","B"
"406","Apis mellifera","Villamanrique_sur","Curro",22,2,2019,3,"12:30:00",2,"sol",21,38,"moderado",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,6,300,"Salvia rosmarinus","B"
"407","Apis mellifera","Villamanrique_este","Mary",20,3,2017,3,"12:15:00",3,"sol",21,43,"suave",NA,"Cistus","ladanifer","CLB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,3,"Cistus ladanifer","B"
"408","Apis mellifera","Villamanrique_sur","Mary",20,3,2017,3,"13:30:00",3,"sol",25,35,"fuerte","R. rosmarinus flowers are withering and drying. New flowers are small","Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,13,100,"Salvia rosmarinus","A"
"409","Apis mellifera","Villamanrique_sur","Mary",20,3,2017,3,"13:30:00",3,"sol",25,35,"fuerte",NA,"Lavandula","pedunculata","LSA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,10,50,"Lavandula pedunculata","A"
"410","Apis mellifera","Aznalcazar","Mary",21,3,2017,3,"10:45:00",3,"sol",18,45,"moderado","A. fistulosus C mostly gone to seep, few flowers open. T. fruticans ony have few flowers","Teucrium","fruticans","TFA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,25,"Teucrium fruticans","A"
"411","Apis mellifera","Aznalcazar","Mary",21,3,2017,3,"10:45:00",3,"sol",18,45,"moderado",NA,"Lavandula","stoechas","LSB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,9,50,"Lavandula stoechas","B"
"412","Apis mellifera","Bonares","Oscar",29,4,2015,5,"13:00:00",5,"sol",23,28,"suave",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,"not_captured","Apis","mellifera",NA,"worker",NA,NA,2,5,"Lavandula stoechas","A"
"413","Apis mellifera","Niebla","Mary",22,3,2017,3,"10:40:00",3,"sol_y_nubes",18,47,"fuerte",NA,"Cistus","ladanifer","CLA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,29,"Cistus ladanifer","A"
"414","Apis mellifera","La_rocina","Mary",23,3,2017,3,"11:30:00",3,"sol_y_nubes",14.3,40,"fuerte","Tagged 2 L. stoechas for next time","Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,100,"Salvia rosmarinus","A"
"415","Apis mellifera","La_rocina","Mary",23,3,2017,3,"11:30:00",3,"sol_y_nubes",14.3,40,"fuerte",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,43,120,"Salvia rosmarinus","C"
"416","Apis mellifera","Urbanizaciones","Curro",25,2,2019,3,"15:30:00",2,"sol",23,30,"moderado",NA,"Halimium","calycinum","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,18,"Halimium calycinum","B"
"417","Apis mellifera","Pino_del_cuervo","Mary",23,3,2017,3,"13:15:00",3,"sol_y_nubes",17,39,"fuerte",NA,"Halimium","calycinum","HCB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,25,"Halimium calycinum","B"
"418","Apis mellifera","Esparragal","Curro",26,2,2019,3,"10:30:00",2,"sol",16,56,"moderado",NA,"Halimium","calycinum","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,6,12,"Halimium calycinum","B"
"419","Apis mellifera","La_cunya","Curro",26,2,2019,3,"12:15:00",2,"sol",17,44,"moderado",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,100,"Salvia rosmarinus","A"
"420","Apis mellifera","El_pozo","Mary",23,3,2017,3,"15:22:00",3,"sol_y_nubes",14,32,"suave",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,13,160,"Salvia rosmarinus","B"
"421","Apis mellifera","El_pozo","Mary",23,3,2017,3,"15:22:00",3,"sol_y_nubes",14,32,"suave",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,110,"Salvia rosmarinus","C"
"422","Apis mellifera","El_pozo","Mary",23,3,2017,3,"15:22:00",3,"sol_y_nubes",14,32,"suave",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,100,"Salvia rosmarinus","A"
"423","Apis mellifera","El_pozo","Mary",23,3,2017,3,"15:22:00",3,"sol_y_nubes",14,32,"suave",NA,"Cistus","ladanifer","CLC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,5,"Cistus ladanifer","C"
"424","Apis mellifera","El_pozo","Mary",23,3,2017,3,"15:22:00",3,"sol_y_nubes",14,32,"suave",NA,"Lavandula","stoechas","LSA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,200,"Lavandula stoechas","A"
"425","Apis mellifera","La_rocina","Curro",26,2,2019,3,"13:30:00",2,"sol",19,40,"moderado",NA,"Salvia","rosmarinus","C","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,100,400,"Salvia rosmarinus","C"
"426","Apis mellifera","Aznalcazar","Curro",3,4,2017,3,"11:45:00",4,"sol",20,33,"fuerte",NA,"Cistus","ladanifer","CLB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,6,"Cistus ladanifer","B"
"427","Apis mellifera","Pino_del_cuervo","Curro",26,2,2019,3,"15:00:00",2,"sol",22,26,"moderado",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,10,200,"Salvia rosmarinus","A"
"428","Apis mellifera","Pino_del_cuervo","Curro",26,2,2019,3,"15:00:00",2,"sol",22,26,"moderado",NA,"Salvia","rosmarinus","C","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,20,150,"Salvia rosmarinus","C"
"429","Apis mellifera","El_pozo","Curro",26,2,2019,3,"16:30:00",2,"sol",23,25,"fuerte",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,6,150,"Salvia rosmarinus","A"
"430","Apis mellifera","Villamanrique_sur","Curro",3,4,2017,3,"13:20:00",4,"sol",20.5,25,"moderado",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,13,180,"Salvia rosmarinus","A"
"431","Apis mellifera","El_pozo","Curro",26,2,2019,3,"16:30:00",2,"sol",23,25,"fuerte",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,300,"Salvia rosmarinus","B"
"432","Apis mellifera","Villamanrique_sur","Curro",3,4,2017,3,"13:20:00",4,"sol",20.5,25,"moderado",NA,"Cistus","ladanifer","CLA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,2,"Cistus ladanifer","A"
"433","Apis mellifera","Villamanrique_sur","Curro",3,4,2017,3,"13:20:00",4,"sol",20.5,25,"moderado",NA,"Cistus","ladanifer","CLB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,18,3,"Cistus ladanifer","B"
"434","Apis mellifera","Villamanrique_este","Curro",3,4,2017,3,"15:05:00",4,"sol",25,25,"moderado",NA,"Cistus","salviifolius","CSA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,17,"Cistus salviifolius","A"
"435","Apis mellifera","Aznalcazar","Curro",11,3,2019,3,"11:00:00",3,"sol",22,45,"suave",NA,"Cistus","salviifolius","C","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,45,"Cistus salviifolius","C"
"436","Apis mellifera","Aznalcazar","Curro",11,3,2019,3,"11:00:00",3,"sol",22,45,"suave",NA,"Salvia","rosmarinus","C","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,25,500,"Salvia rosmarinus","C"
"437","Apis mellifera","Aznalcazar","Curro",11,3,2019,3,"11:00:00",3,"sol",22,45,"suave",NA,"Cistus","ladanifer","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,7,12,"Cistus ladanifer","B"
"438","Apis mellifera","Aznalcazar","Curro",11,3,2019,3,"11:00:00",3,"sol",22,45,"suave",NA,"Cistus","ladanifer","C","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,10,"Cistus ladanifer","C"
"439","Apis mellifera","Aznalcazar","Curro",11,3,2019,3,"11:00:00",3,"sol",22,45,"suave",NA,"Lavandula","pedunculata","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,250,"Lavandula pedunculata","A"
"440","Apis mellifera","Villamanrique_sur","Curro",11,3,2019,3,"12:30:00",3,"sol",25,36,"suave",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,100,1000,"Lavandula stoechas","A"
"441","Apis mellifera","Villamanrique_sur","Curro",11,3,2019,3,"12:30:00",3,"sol",25,36,"suave",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,35,400,"Salvia rosmarinus","B"
"442","Apis mellifera","La_rocina","Mary",5,4,2017,3,"11:00:00",4,"sol",18,51,NA,NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,17,5,"Salvia rosmarinus","C"
"443","Apis mellifera","La_rocina","Mary",5,4,2017,3,"11:00:00",4,"sol",18,51,NA,NA,"Halimium","calycinum","HCC","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,2,"Halimium calycinum","C"
"444","Apis mellifera","Bonares","Mary",6,4,2017,3,"11:30:00",4,"sol",18.6,39,"fuerte",NA,"Lavandula","pedunculata","LPA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,2,30,"Lavandula pedunculata","A"
"445","Apis mellifera","Urbanizaciones","Mary",6,4,2017,3,"14:30:00",4,"sol",23.5,29,"fuerte",NA,"Lavandula","stoechas","LSB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,20,"Lavandula stoechas","B"
"446","Apis mellifera","El_pozo","Mary",7,4,2017,3,"11:10:00",4,"sol",16.3,50,"suave",NA,"Cistus","ladanifer","CLA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,2,"Cistus ladanifer","A"
"447","Apis mellifera","El_pozo","Mary",7,4,2017,3,"11:10:00",4,"sol",16.3,50,"suave",NA,"Lavandula","stoechas","LSA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,8,30,"Lavandula stoechas","A"
"448","Apis mellifera","Pino_del_cuervo","Curro",19,5,2017,3,"14:30:00",5,"sol",29,29,"fuerte",NA,"Cistus","salviifolius","CSA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,1,5,"Cistus salviifolius","A"
"449","Apis mellifera","La_cunya","Curro",12,3,2019,3,"14:30:00",3,"sol",26,39,"suave",NA,"Lavandula","pedunculata","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,250,"Lavandula pedunculata","A"
"450","Apis mellifera","La_cunya","Curro",12,3,2019,3,"14:30:00",3,"sol",26,39,"suave",NA,"Lavandula","pedunculata","B","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,5,200,"Lavandula pedunculata","B"
"451","Apis mellifera","Niebla","Pablo",21,5,2017,3,"10:30:00",5,"sol",21.5,37,"fuerte",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,3,19,"Cistus crispus","A"
"452","Apis mellifera","Villamanrique_sur","Pablo",3,5,2017,3,"12:00:00",6,"sol",24,31,"suave",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,15,"Cistus crispus","B"
"453","Apis mellifera","Bonares","Curro",13,3,2019,3,"11:00:00",3,"sol",16,58,"suave",NA,"Lavandula","stoechas","A","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,10,100,"Lavandula stoechas","A"
"454","Apis mellifera","Aznalcazar","Curro",2,2,2018,3,"11:30:00",1,"sol",16.2,31,"moderado",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Apis","mellifera",NA,"worker",NA,NA,15,230,"Salvia rosmarinus","B"
