"Pollinator_gen_sp","Site_ID","Collector","Day","Month","Year","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Plant_genus","Plant_species","Plant_individual","Orden","Out","Notes_pollinators","Pollinator_id","Pollinator_genus","Pollinator_species","Subespecies","Pollinator_sex","morphospecie","Det","Frequency","Flower_abundance","Plant_gen_sp"
"Andrena hispania","Villamanrique_este",NA,28,4,2021,"12:00:00",9,"sol",20,75,"suave",NA,"Cistus","crispus","B",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,7,239,"Cistus crispus"
"Andrena hispania","Villamanrique_sur",NA,13,4,2021,"12:30:00",8,"sol",26,39,"suave",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,3,12,"Cistus crispus"
"Andrena hispania","Villamanrique_este",NA,28,4,2021,"12:00:00",9,"sol",20,75,"suave",NA,"Cistus","crispus","B",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,2,239,"Cistus crispus"
"Andrena hispania","Aznalcazar",NA,5,5,2021,"10:00:00",10,"sol",20,70,"suave",NA,"Cistus","crispus","B",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,4,138,"Cistus crispus"
"Andrena hispania","Pinares_de_hinojos",NA,28,4,2021,"10:00",9,"sol",15,81,"suave",NA,"Cistus","libanotis","B",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,4,38,"Cistus libanotis"
"Andrena hispania","Convento_de_la_luz",NA,29,4,2021,"14:05:00",9,"sol",23,42,"fuerte",NA,"Cistus","crispus","B",NA,"focal",NA,NA,"Andrena","hispania",NA,"female",NA,NA,5,95,"Cistus crispus"
"Andrena hispania","Villamanrique_este","Curro",21,4,2020,"14:00:00",8,"sol_y_nubes",19,48,"suave",NA,"Cistus","crispus","C",NA,"focal",NA,"VECC3.1","Andrena","hispania",NA,"female",NA,NA,3,31,"Cistus crispus"
"Andrena hispania","El_pozo","Oscar",29,3,2015,"13:30:00",3,"sol",25,35,"suave",NA,"Cistus","ladanifer","A","Hymenoptera","focal",NA,"not_captured","Andrena","hispania",NA,"female",NA,NA,1,3,"Cistus ladanifer"
"Andrena hispania","El_pozo","Oscar",29,3,2015,"13:30:00",3,"sol",25,35,"suave",NA,"Cistus","ladanifer","B","Hymenoptera","focal",NA,"PERDIDO","Andrena","hispania",NA,"female",NA,NA,1,4,"Cistus ladanifer"
"Andrena hispania","Villamanrique_sur","Oscar",10,4,2015,"16:10:00",4,"sol",23,50,"sin_viento",NA,"Cistus","salviifolius","B","Hymenoptera","focal",NA,"not_captured","Andrena","hispania",NA,"female",NA,NA,1,16,"Cistus salviifolius"
"Andrena hispania","El_pozo","Oscar",13,4,2015,"15:00:00",4,"sol",26,38,"fuerte","No encontrada","Cistus","ladanifer","A","Hymenoptera","focal",NA,"not_captured","Andrena","hispania",NA,"female",NA,NA,1,NA,"Cistus ladanifer"
"Andrena hispania","El_pozo","Oscar",13,4,2015,"15:00:00",4,"sol",26,38,"fuerte","No encontrada","Cistus","ladanifer","B","Hymenoptera","focal",NA,"PERDIDO","Andrena","hispania",NA,"female",NA,NA,1,NA,"Cistus ladanifer"
"Andrena hispania","Cotito_de_santa_teresa","Oscar",30,3,2015,"13:00:00",3,"sol",26,31,"suave",NA,"Cistus","albidus","B","Hymenoptera","focal",NA,"not_captured","Andrena","hispania",NA,"female",NA,NA,1,16,"Cistus albidus"
"Andrena humilis","Esparragal","Oscar",13,3,2015,"15:00:00",2,"sol",18,39,"suave",NA,"Cistus","salviifolius","A","Hymenoptera","focal",NA,"BF274","Andrena","humilis",NA,"female",NA,NA,3,7,"Cistus salviifolius"
"Andrena sp","Convento_de_la_luz","Mary",8,3,2017,"12:15:00",2,"sol",24.6,40,"suave",NA,"Teucrium","fruticans","TFB","Hymenoptera","focal",NA,"BF1049","Andrena","sp",NA,"female",NA,NA,5,80,"Teucrium fruticans"
"Andrena sp","Villamanrique_este","Mary",20,3,2017,"12:15:00",3,"sol",21,43,"suave",NA,"Cistus","salviifolius","CSA","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,1,8,"Cistus salviifolius"
"Andrena sp","El_hongo","Mary",20,3,2017,"10:40:00",3,"sol",19,57,"sin_viento",NA,"Cistus","salviifolius","CSC","Hymenoptera","focal","micro",NA,"Andrena","sp",NA,"unknown",NA,NA,1,17,"Cistus salviifolius"
"Andrena sp","El_hongo","Mary",20,3,2017,"10:40:00",3,"sol",19,57,"sin_viento",NA,"Cistus","albidus","CAB","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,1,11,"Cistus albidus"
"Andrena sp","Las_mulas","Mary",9,3,2017,"13:00:00",2,"nubes",22.4,40,"fuerte",NA,"Cistus","salviifolius","CSA","Hymenoptera","focal",NA,"BF1055","Andrena","sp",NA,"female",NA,NA,5,10,"Cistus salviifolius"
"Andrena morio","Esparragal","Curro",4,5,2017,"12:15:00",6,"nubes",23.3,49,"fuerte",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Andrena","morio",NA,"unknown",NA,NA,1,20,"Cistus crispus"
"Andrena morio","Pino_del_cuervo","Oscar",6,5,2015,"13:15:00",6,"sol",28,17,"suave",NA,"Cistus","crispus",NA,"Hymenoptera","out",NA,"not_captured","Andrena","morio",NA,"female",NA,NA,1,NA,"Cistus crispus"
"Andrena morio","Villamanrique_este","Curro",16,3,2021,"13:30:00",5,"sol",22,39,"fuerte",NA,"Cistus","ladanifer","B in",NA,"focal",NA,NA,"Andrena","morio",NA,"female",NA,NA,3,19,"Cistus ladanifer"
"Andrena morio","El_pozo",NA,20,4,2021,"10:15:00",8,"sol_y_nubes",21,62,"fuerte",NA,"Cistus","libanotis","C",NA,"focal","Foto",NA,"Andrena","morio",NA,"female",NA,NA,2,41,"Cistus libanotis"
"Andrena nigroaenaea","Esparragal","Oscar",13,3,2015,"15:00:00",2,"sol",18,39,"suave",NA,"Cistus","salviifolius","B","Hymenoptera","focal",NA,"BF275","Andrena","nigroaenaea",NA,"female",NA,NA,2,3,"Cistus salviifolius"
"Andrena nigroaenaea","Villamanrique_este","Oscar",10,4,2015,"11:20:00",4,"sol",21.9,60,"suave",NA,"Cistus","salviifolius",NA,"Hymenoptera","out",NA,"BF149","Andrena","nigroaenaea",NA,"female",NA,NA,1,NA,"Cistus salviifolius"
"Andrena nigroaenaea","Villamanrique_sur","Oscar",10,4,2015,"12:40:00",4,"sol",23.1,50,"suave",NA,"Cistus","salviifolius",NA,"Hymenoptera","out",NA,"BF324","Andrena","nigroaenaea",NA,"male",NA,NA,3,NA,"Cistus salviifolius"
"Andrena nigroaenaea","Villamanrique_sur","Oscar",10,4,2015,"12:40:00",4,"sol",23.1,50,"suave",NA,"Cistus","ladanifer",NA,"Hymenoptera","out",NA,"BF138","Andrena","nigroaenaea",NA,"female",NA,NA,1,NA,"Cistus ladanifer"
"Andrena nigroaenaea","Urbanizaciones","Curro",8,5,2017,"12:20:00",6,"sol",27,30,"moderado",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Andrena","nigroaenaea",NA,"unknown",NA,NA,2,10,"Cistus crispus"
"Andrena nigroaenaea","Aznalcazar","Curro",7,4,2020,"10:00:00",7,"sol",17,55,"suave",NA,"Cistus","monspeliensis","C",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,3,15,"Cistus monspeliensis"
"Andrena nigroaenaea","Bonares","Curro",23,4,2018,"11:15:00",6,"nubes",21,60,"sin_viento",NA,"Lavandula","stoechas","LSA","Hymenoptera","focal",NA,"BF1178","Andrena","nigroaenaea",NA,"female",NA,NA,5,NA,"Lavandula stoechas"
"Andrena nigroaenaea","Villamanrique_este","Curro",5,5,2020,"14:00:00",9,"sol_y_nubes",25,47,"fuerte",NA,"Cistus","crispus","B",NA,"focal","foto",NA,"Andrena","nigroaenaea",NA,"female",NA,NA,3,80,"Cistus crispus"
"Andrena nigroaenaea","Cotito_de_santa_teresa","Curro",12,2,2019,"14:30:00",1,"sol",19.5,35,"suave",NA,"Salvia","rosmarinus","B",NA,"focal",NA,"BF1378","Andrena","nigroaenaea",NA,"female",NA,NA,33,500,"Salvia rosmarinus"
"Andrena nigroaenaea","Aznalcazar","Curro",7,4,2020,"10:00:00",7,"sol",17,55,"suave",NA,"Cistus","crispus","B",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,3,300,"Cistus crispus"
"Andrena nigroaenaea","Aznalcazar","Curro",21,4,2020,"10:00:00",8,"sol",17,70,"suave",NA,"Cistus","monspeliensis","C",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,2,120,"Cistus monspeliensis"
"Andrena nigroaenaea","Villamanrique_sur","Curro",22,4,2019,"12:00:00",6,"sol",23,45,"sin_viento",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,3,13,"Cistus crispus"
"Andrena nigroaenaea","Villamanrique_este","Curro",21,4,2020,"14:00:00",8,"sol_y_nubes",19,48,"suave",NA,"Cistus","crispus","B",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,2,17,"Cistus crispus"
"Andrena nigroaenaea","Pino_del_cuervo","Curro",14,2,2019,"13:30:00",1,"sol",18,48,"moderado",NA,"Salvia","rosmarinus","A",NA,"focal",NA,"BF1315","Andrena","nigroaenaea",NA,"unknown",NA,NA,1,NA,"Salvia rosmarinus"
"Andrena nigroaenaea","Aznalcazar","Curro",7,4,2020,"10:00:00",7,"sol",17,55,"suave",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,3,180,"Cistus crispus"
"Andrena nigroaenaea","Aznalcazar","Curro",21,4,2020,"10:00:00",8,"sol",17,70,"suave",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,3,21,"Cistus crispus"
"Andrena nigroaenaea","Villamanrique_este","Curro",21,4,2020,"14:00:00",8,"sol_y_nubes",19,48,"suave",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,2,31,"Cistus crispus"
"Andrena nigroaenaea","Villamanrique_sur","Curro",5,5,2020,"12:00:00",9,"sol",23,52,"suave",NA,"Cistus","crispus","B",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,3,50,"Cistus crispus"
"Andrena nigroaenaea","Villamanrique_este","Curro",19,5,2020,"13:30:00",10,"sol",25,40,"suave",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,3,12,"Cistus crispus"
"Andrena nigroaenaea","Aznalcazar",NA,13,4,2021,"10:30:00",8,"sol",20,52,"suave",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,3,19,"Cistus crispus"
"Andrena nigroaenaea","Pinares_de_hinojos",NA,28,4,2021,"10:00",9,"sol",15,81,"suave",NA,"Cistus","libanotis","B",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,11,38,"Cistus libanotis"
"Andrena nigroaenaea","Convento_de_la_luz","Oscar",29,3,2015,"10:40:00",3,"sol",17,45,"suave",NA,"Ulex","australis",NA,"Hymenoptera","out","En plena floración, sus flores son visitadas por algunas obreras de Apis, Andrena nigroaenea hembra, Colletes nigricans, Sphecodes sp., Lasioglossum sp. Hembra así como al menos dos especies de sírfidos; Heliophilus trivittatus y Eristalinus arbustorum. En el recorrido vuelan Colias croceus y Pieris brassicae que visitan flores rosas de Erodium.","BF21","Andrena","nigroaenaea",NA,"male",NA,NA,2,NA,"Ulex australis"
"Andrena nigroaenaea","Villamanrique_este","Oscar",28,4,2015,"15:25:00",5,"sol",28,29,"sin_viento",NA,"Cistus","crispus","A","Hymenoptera","focal","Foto","not_captured","Andrena","nigroaenaea",NA,"female",NA,NA,1,12,"Cistus crispus"
"Andrena nigroaenaea","Cotito_de_santa_teresa","Oscar",30,3,2015,"13:00:00",3,"sol",26,31,"suave",NA,"Cistus","albidus","B","Hymenoptera","focal","Foto","not_captured","Andrena","nigroaenaea",NA,"female",NA,NA,1,16,"Cistus albidus"
"Andrena nigroaenaea","Niebla","Oscar",21,4,2016,"11:10:00",4,"nubes",16,NA,"suave","observado fuera de transecto","Malva","sylvestris",NA,"Hymenoptera","out",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,1,NA,"Malva sylvestris"
"Andrena nigroaenaea","Villamanrique_este",NA,28,4,2021,"12:00:00",9,"sol",20,75,"suave",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,1,280,"Cistus crispus"
"Andrena nigroaenaea","Urbanizaciones","Oscar",29,3,2015,"12:10:00",3,"sol",22,35,"suave",NA,"Halimium","calycinum","C","Hymenoptera","focal",NA,"not_captured","Andrena","nigroaenaea",NA,"female",NA,NA,1,NA,"Halimium calycinum"
"Andrena nigroaenaea","Niebla","Oscar",21,4,2016,"11:10:00",4,"nubes",16,NA,"suave","observado fuera de transecto","Malva","sylvestris",NA,"Hymenoptera","out",NA,NA,"Andrena","nigroaenaea",NA,"male",NA,NA,1,NA,"Malva sylvestris"
"Andrena nigroaenaea","Aznalcazar",NA,7,4,2021,"16:00:00",7,"sol",27,30,"moderado",NA,"Cistus","salviifolius","C",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,1,55,"Cistus salviifolius"
"Andrena nigroaenaea","Convento_de_la_luz",NA,22,4,2021,"14:00",8,"sol_y_nubes",26,45,"fuerte",NA,"Cistus","crispus","B",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,7,59,"Cistus crispus"
"Andrena nigroaenaea","Pinares_de_hinojos",NA,28,4,2021,"10:00",9,"sol",15,81,"suave",NA,"Cistus","libanotis","A",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,9,49,"Cistus libanotis"
"Andrena nigroaenaea","Convento_de_la_luz",NA,22,4,2021,"14:00",8,"sol_y_nubes",26,45,"fuerte",NA,"Cistus","crispus","A",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,8,120,"Cistus crispus"
"Andrena nigroaenaea","Aznalcazar","Oscar",2,3,2016,"11:00:00",1,"sol",17,46,"suave",NA,"Cistus","salviifolius","A","Hymenoptera","focal",NA,"captured","Andrena","nigroaenaea",NA,"female",NA,NA,1,3,"Cistus salviifolius"
"Andrena nigroaenaea","Villamanrique_sur",NA,28,4,2021,"14:00:00",9,"sol",22,44,"moderado",NA,"Cistus","crispus","C",NA,"focal",NA,NA,"Andrena","nigroaenaea",NA,"female",NA,NA,2,24,"Cistus crispus"
"Andrena sp","Urbanizaciones","Mary",8,3,2017,"13:45:00",2,"sol",24.1,40,"fuerte",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,"BF1053","Andrena","sp",NA,"male",NA,NA,5,540,"Salvia rosmarinus"
"Andrena ovatula","Convento_de_la_luz","Oscar",13,3,2015,"12:30:00",2,"sol",21,32,"sin_viento",NA,"Teucrium","fruticans","B","Hymenoptera","focal",NA,"BF23","Andrena","ovatula",NA,"female",NA,NA,1,34,"Teucrium fruticans"
"Andrena ovatula","Villamanrique_sur","Oscar",29,3,2016,"13:00:00",3,"sol",22,42,"moderado","foto","Salvia","rosmarinus","B","Hymenoptera","focal",NA,NA,"Andrena","ovatula",NA,"female",NA,NA,1,210,"Salvia rosmarinus"
"Andrena rhyssonota","Las_mulas","Mary",4,4,2017,"14:40:00",4,"sol",25,20,"sin_viento",NA,"Cistus","salviifolius","CSA","Hymenoptera","focal",NA,"BF1108","Andrena","rhyssonota","flava","male",NA,NA,3,13,"Cistus salviifolius"
"Andrena rhyssonota","Aznalcazar","Oscar",16,3,2016,"10:00:00",2,"sol",15,70,"suave",NA,"Cistus","salviifolius","A","Hymenoptera","focal",NA,"BF1290","Andrena","rhyssonota","flava","male",NA,NA,3,5,"Cistus salviifolius"
"Andrena rhyssonota","Aznalcazar","Oscar",16,3,2016,"10:00:00",2,"sol",15,70,"suave",NA,"Cistus","salviifolius","B","Hymenoptera","focal",NA,"BF1289","Andrena","rhyssonota","flava","male",NA,NA,2,6,"Cistus salviifolius"
"Andrena rhyssonota","Aznalcazar","Oscar",29,3,2016,"11:00:00",3,"sol",16.5,60,"suave",NA,"Cistus","monspeliensis","A","Hymenoptera","focal",NA,"BF1282","Andrena","rhyssonota","flava","male",NA,NA,1,3,"Cistus monspeliensis"
"Andrena rhyssonota","Aznalcazar","Oscar",29,3,2016,"11:00:00",3,"sol",16.5,60,"suave",NA,"Cistus","crispus","A","Hymenoptera","focal",NA,"BF1292","Andrena","rhyssonota","flava","male",NA,NA,1,11,"Cistus crispus"
"Andrena rhyssonota","Las_mulas","Oscar",10,4,2015,"9:40:00",4,"sol_y_nubes",19,66,"suave",NA,"Cistus","ladanifer",NA,"Hymenoptera","out",NA,"BF325","Andrena","rhyssonota","flava","male",NA,NA,1,NA,"Cistus ladanifer"
"Andrena rhyssonota","El_pozo","Oscar",13,4,2015,"15:00:00",4,"sol",26,38,"suave",NA,"Cistus","salviifolius","A","Hymenoptera","focal",NA,"BF286","Andrena","rhyssonota","flava","male",NA,NA,3,7,"Cistus salviifolius"
"Andrena rhyssonota","El_pozo","Oscar",13,4,2015,"15:00:00",4,"sol",26,38,"suave",NA,"Cistus","salviifolius","B","Hymenoptera","focal",NA,"BF287","Andrena","rhyssonota","flava","male",NA,NA,1,9,"Cistus salviifolius"
"Andrena rhyssonota","El_pozo","Oscar",13,4,2015,"15:00:00",4,"sol",26,38,"suave",NA,"Cistus","salviifolius",NA,"Hymenoptera","out",NA,"BF288","Andrena","rhyssonota","flava","male",NA,NA,2,NA,"Cistus salviifolius"
"Andrena rhyssonota","La_rocina","Mary",2,3,2017,"14:45:00",2,"sol",21.2,48,"suave",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Andrena","rhyssonota","flava","unknown",NA,NA,3,280,"Salvia rosmarinus"
"Andrena rhyssonota","Niebla","Mary",22,3,2017,"10:40:00",3,"sol_y_nubes",18,47,"fuerte",NA,"Cistus","monspeliensis","CMA","Hymenoptera","focal",NA,"BF1101","Andrena","rhyssonota","flava","male",NA,NA,1,29,"Cistus monspeliensis"
"Andrena rhyssonota","Villamanrique_este","Oscar",15,3,2016,"12:00:00",2,"sol_y_nubes",20,40,"suave",NA,"Leontodon","taraxacoides",NA,"Hymenoptera","focal",NA,"BF1324","Andrena","rhyssonota","flava","male",NA,NA,1,NA,"Leontodon taraxacoides"
"Andrena rhyssonota","Aznalcazar","Oscar",29,3,2016,"11:00:00",3,"sol",16.5,60,"suave",NA,"Cistus","crispus","B","Hymenoptera","focal",NA,NA,"Andrena","rhyssonota","flava","male",NA,NA,1,8,"Cistus crispus"
"Andrena rhyssonota","Aznalcazar","Mary",1,3,2017,"11:00:00",2,"sol",16.3,55,"sin_viento",NA,"Teucrium","fruticans","TFA","Hymenoptera","focal",NA,"BF1119","Andrena","rhyssonota","flava","male",NA,NA,1,50,"Teucrium fruticans"
"Andrena rhyssonota","Aznalcazar","Mary",21,3,2017,"10:45:00",3,"sol",18,45,"moderado",NA,"Cistus","ladanifer","CLA","Hymenoptera","focal",NA,"BF1117","Andrena","rhyssonota","flava","male",NA,NA,1,1,"Cistus ladanifer"
"Andrena rhyssonota","Urbanizaciones",NA,22,4,2021,"12:00:00",8,"sol_y_nubes",23,49,"fuerte",NA,"Lavandula","stoechas","B",NA,"focal",NA,NA,"Andrena","rhyssonota",NA,"male",NA,NA,1,2400,"Lavandula stoechas"
"Andrena sardoa","La_cunya",NA,20,4,2021,"12:00:00",8,"sol",22,59,"moderado",NA,"Cistus","libanotis","A",NA,"focal",NA,NA,"Andrena","sardoa",NA,"female",NA,NA,3,25,"Cistus libanotis"
"Andrena sardoa","Niebla","Oscar",5,3,2016,"16:30:00",1,"sol_y_nubes",24,29,"moderado","observado fuera de transecto","Asphodelus","fistulosus",NA,"Hymenoptera","out",NA,NA,"Andrena","sardoa",NA,"female",NA,NA,1,NA,"Asphodelus fistulosus"
"Andrena sardoa","Aznalcazar","Curro",5,2,2020,"11:00:00",1,"sol",16,53,"sin_viento",NA,"Asphodelus","fistulosus","C",NA,"focal",NA,NA,"Andrena","sardoa",NA,"female",NA,NA,3,21,"Asphodelus fistulosus"
"Andrena sardoa","Niebla","Oscar",17,3,2016,"17:00:00",2,"sol",25,25,"moderado",NA,"Asphodelus","fistulosus",NA,NA,"focal",NA,NA,"Andrena","sardoa",NA,"female",NA,NA,4,30,"Asphodelus fistulosus"
"Andrena sardoa","El_hongo","Oscar",15,3,2016,"10:40:00",2,"sol",16,60,"sin_viento","Observado fuera de transecto; foto","Ranunculus","tribbus",NA,"Hymenoptera","out",NA,NA,"Andrena","sardoa",NA,"female",NA,NA,4,1,"Ranunculus tribbus"
"Andrena sardoa","Niebla","Oscar",17,3,2016,"17:00:00",2,"sol",25,25,"moderado",NA,"Asphodelus","fistulosus","B","Hymenoptera","focal",NA,"no_captured","Andrena","sardoa",NA,"female",NA,NA,1,4,"Asphodelus fistulosus"
"Andrena sp","Las_mulas","Curro",6,2,2018,"11:45:00",1,"sol",13.4,46,"moderado",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,"*256","Andrena","sp",NA,"female","grande y negra",NA,13,200,"Salvia rosmarinus"
"Andrena sp","Niebla","Patrick & Crona",23,2,2018,"16:30:00",2,"sol",18,31,"fuerte",NA,"Asphodelus","fistulosus","AFE","Hymenoptera","focal",NA,"1","Andrena","sp",NA,"female",NA,NA,4,17,"Asphodelus fistulosus"
"Andrena sp","La_rocina","Patrick & Crona",12,3,2018,"13:00:00",3,"sol_y_nubes",17.5,46,"moderado",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,10,200,"Salvia rosmarinus"
"Andrena sp","Aznalcazar","Oscar",16,3,2016,"10:00:00",2,"sol",15,70,"suave","Observado fuera de transecto; foto","Leontodon","taraxacoides",NA,"Hymenoptera","out",NA,NA,"Andrena","sp",NA,"female",NA,NA,3,NA,"Leontodon taraxacoides"
"Andrena sp","Villamanrique_este","Oscar",29,3,2016,"14:30:00",3,"sol",25,35,"suave","observado fuera de transecto","Leontodon","taraxacoides",NA,"Hymenoptera","out",NA,NA,"Andrena","sp",NA,"female",NA,NA,1,NA,"Leontodon taraxacoides"
"Andrena sp","La_rocina","Oscar",31,3,2016,"12:15:00",3,"sol",21,30,"fuerte","observado fuera de transecto; en arena; foto",NA,NA,NA,"Hymenoptera","out",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,1,NA,"NA NA"
"Andrena sp","Niebla","Oscar",21,4,2016,"11:10:00",4,"nubes",16,NA,"suave",NA,"Cistus","monspeliensis","A","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,1,NA,"Cistus monspeliensis"
"Andrena sp","Niebla","Oscar",21,4,2016,"11:10:00",4,"nubes",16,NA,"suave","observado fuera de transecto","Malva","sylvestris",NA,"Hymenoptera","out",NA,NA,"Andrena","sp",NA,"male",NA,NA,1,NA,"Malva sylvestris"
"Andrena sp","La_rocina","Oscar",7,4,2015,"15:15:00",4,"nubes",24,40,"fuerte",NA,"Anchusa","azurea",NA,"Hymenoptera","out",NA,"not_captured","Andrena","sp",NA,"unknown",NA,NA,1,NA,"Anchusa azurea"
"Andrena sp","Cotito_de_santa_teresa","Oscar",14,4,2015,"15:40:00",4,"sol",32,30,"moderado",NA,"Cistus","albidus","B","Hymenoptera","focal",NA,"PERDIDO","Andrena","sp",NA,"unknown",NA,NA,1,12,"Cistus albidus"
"Andrena sp","La_rocina","Mary",17,2,2017,"11:00:00",1,"sol",17,67,"sin_viento",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,1,210,"Salvia rosmarinus"
"Andrena sp","La_rocina","Mary",17,2,2017,"11:00:00",1,"sol",17,67,"sin_viento",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,1,100,"Salvia rosmarinus"
"Andrena sp","El_pozo","Mary",17,2,2017,"16:15:00",1,"sol_y_nubes",19,53,"sin_viento",NA,"Erica","ciliaris","ECA","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,1,1000,"Erica ciliaris"
"Andrena sp","El_pozo","Mary",17,2,2017,"16:15:00",1,"sol_y_nubes",19,53,"sin_viento",NA,"Erica","ciliaris","ECB","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,1,1000,"Erica ciliaris"
"Andrena sp","Cotito_de_santa_teresa","Mary",2,3,2017,"12:00:00",2,"sol",22.2,46,"sin_viento",NA,"Erophaca","baetica","ELC","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,1,30,"Erophaca baetica"
"Andrena sp","La_rocina","Mary",2,3,2017,"14:45:00",2,"sol",21.2,48,"suave",NA,"Salvia","rosmarinus","ROA","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,2,300,"Salvia rosmarinus"
"Andrena sp","La_rocina","Mary",2,3,2017,"14:45:00",2,"sol",21.2,48,"suave",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,3,110,"Salvia rosmarinus"
"Andrena sp","El_pozo","Mary",7,3,2017,"15:40:00",2,"sol",24.8,42,"sin_viento",NA,"Erica","ciliaris","ECA","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,2,1000,"Erica ciliaris"
"Andrena sp","El_pozo","Mary",7,3,2017,"15:40:00",2,"sol",24.8,42,"sin_viento",NA,"Erica","ciliaris","ECB","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,1,1500,"Erica ciliaris"
"Andrena sp","El_pozo","Mary",7,3,2017,"15:40:00",2,"sol",24.8,42,"sin_viento",NA,"Erica","ciliaris","ECC","Hymenoptera","focal",NA,NA,"Andrena","sp",NA,"unknown",NA,NA,2,1000,"Erica ciliaris"
