"Site_ID","Day","Month","Year","Plant_genus","Plant_species","Plant_ID","Notes","Fruit_Yes","Fruit_No","Fruit_preyed","Fruit_dispersed","Plant_gen_sp"
"Villamanrique sur",29,5,2019,"Cistus","crispus","CC1",NA,0,0,4,0,"Cistus crispus"
"Villamanrique sur",29,5,2019,"Cistus","crispus","CC2",NA,3,1,0,0,"Cistus crispus"
"Villamanrique sur",29,5,2019,"Cistus","crispus","CC3",NA,7,0,0,0,"Cistus crispus"
"Villamanrique sur",29,5,2019,"Cistus","salviifolius","CS1",NA,1,0,1,0,"Cistus salviifolius"
"Villamanrique sur",29,5,2019,"Cistus","salviifolius","CS2",NA,1,0,1,0,"Cistus salviifolius"
"Villamanrique sur",29,5,2019,"Cistus","salviifolius","CS3",NA,1,0,2,0,"Cistus salviifolius"
"Villamanrique sur",29,5,2019,"Cistus","ladanifer","CL1",NA,0,0,1,0,"Cistus ladanifer"
"Villamanrique sur",29,5,2019,"Cistus","ladanifer","CL2",NA,1,0,1,0,"Cistus ladanifer"
"Villamanrique sur",29,5,2019,"Cistus","ladanifer","CL3",NA,1,0,0,0,"Cistus ladanifer"
"Villamanrique sur",29,5,2019,"Halimium","halimifolium","HH1",NA,2,2,0,0,"Halimium halimifolium"
"Villamanrique sur",29,5,2019,"Halimium","halimifolium","HH2",NA,0,4,0,0,"Halimium halimifolium"
"Villamanrique sur",29,5,2019,"Halimium","halimifolium","HH3",NA,4,1,0,0,"Halimium halimifolium"
"Villamanrique sur",13,5,2019,"Halimium","calycinum","HC1",NA,4,0,0,0,"Halimium calycinum"
"Villamanrique sur",13,5,2019,"Halimium","calycinum","HC2",NA,3,0,0,0,"Halimium calycinum"
"Villamanrique sur",13,5,2019,"Halimium","calycinum","HC3",NA,6,0,0,0,"Halimium calycinum"
